Title,Genre,Tags,cast,Rating,type
Ainori Love Wagon: African Journey,Reality-TV,"Variety Entertainment,Romantic TV Shows,Lifestyle,Reality TV,Owarai & Variety Shows,Food & Travel TV,Wedding & Romance Reality TV,Japanese TV Shows","Karina Maruyama, Ryô Katô, Becky",7.4,Series
My Secret Romance,"Comedy, Romance","Korean TV Shows,Romantic TV Shows,TV Comedies,Romantic TV Comedies","Jae-young Kim, Da-Sol Jeong, Sung Hoon, Ji-eun Song",7.2,Series
Splash Splash Love,"Fantasy, History, Romance","Korean TV Shows,TV Sci-Fi & Fantasy,Teen Romance,TV Comedies,Romantic TV Shows","Doo-Joon Yoon, Seul-gi Kim",7.8,Series
Tokimeki Tonight,"Animation, Comedy, Fantasy, Romance","Romance Anime,Anime Series,Romantic TV Shows,Family Watch Together TV,Retro Anime,Anime based on Comics,Comedy Anime","Yukiko Nashiwa, Sanae Miyuki, Eriko Hara, Yû Mizushima",7.5,Series
Luo Bao Bei,Animation,"TV Cartoons,British TV Shows,Education for Kids,Kids TV","Ching-He Huang, David Yip, Hana Burnett, Gok Wan",7.7,Series
13 Commandments,"Crime, Mystery, Thriller","Crime TV Shows,TV Dramas,TV Thrillers,TV Mysteries,Crime TV Dramas","Dirk van Dijck, Line Pillet, Karlijn Sileghem, Marie Vinck",7.0,Series
The Good Bandit,"Comedy, Crime, Drama","Crime TV Shows,TV Comedies,Latin American TV Shows,Colombian TV Shows","Jimena Duran, Katherine Porto, Isabella Barragán, Ana María Arango",7.8,Series
Styling Hollywood,Reality-TV,"Home & Garden TV Shows,Reality TV,Lifestyle,US TV Shows","Adair Curtis, Melinda Elvenes, Jason Bolden",6.7,Series
The Dark Crystal: Age of Resistance,"Adventure, Drama, Family, Fantasy","Family Watch Together TV,TV Sci-Fi & Fantasy,US TV Shows,TV Action & Adventure,TV Dramas","Neil Sterenberg, Taron Egerton, Beccy Henderson, Nathalie Emmanuel",8.5,Series
Rust Valley Restorers,Documentary,"Canadian TV Shows,Lifestyle,Reality TV,Makeover Reality TV",Michael Daingerfield,7.8,Series
Love Alarm,"Comedy, Drama, Romance","TV Dramas,Korean TV Shows,Romantic TV Shows,Romantic TV Dramas,Teen TV Shows,K-dramas based on Webtoon","Song Kang, Ga-ram Jung, Kim So-Hyun, Go Min-Si",7.4,Series
Hyperdrive,Reality-TV,"US TV Shows,Reality TV,Competition Reality TV","Stacey-Lee May, Rutledge Wood, Michael Bisping, Lindsay Czarniak",8.1,Series
Apache: The Life of Carlos Tevez,"Biography, Crime, Drama, Sport, Thriller","Argentinian TV Shows,Crime TV Shows,Latin American TV Shows,TV Dramas,Crime TV Dramas","Balthazar Murillo, Alberto Ajaka, Sofía Gala Castiglione, Vanesa González",6.6,Series
Diagnosis,Documentary,"Documentaries,Docuseries,Science & Nature TV,US TV Shows","Lisa Sanders, Crystal Lee, Matt Lee, Hugh Calkins",7.8,Series
Green Frontier,"Crime, Drama, Thriller","Crime TV Shows,Latin American TV Shows,TV Thrillers","Angela Cano, Juana del Rio, Nelson Camayo, Miguel Dionisio Ramos",7.3,Series
Victim Number 8,"Action, Adventure, Crime, Drama, Thriller","TV Action & Adventure,Spanish TV Shows,TV Dramas,TV Thrillers","María de Nati, Verónika Moral, César Mateo, Iñaki Ardanaz",7.0,Series
Better Than Us,"Drama, Sci-Fi","Political TV Shows,Crime TV Shows,TV Sci-Fi & Fantasy,Futuristic Sci-Fi,Cyberpunk,TV Dramas,Russian TV Shows,Crime TV Dramas,Sci-Fi TV","Paulina Andreeva, Olga Lomonosova, Aleksandr Ustyugov, Kirill Käro",7.4,Series
45 rpm,"Drama, Music","Romantic TV Shows,TV Dramas,Spanish TV Shows,Music,Romantic TV Dramas,Music & Musicals","Israel Elejalde, Carlos Cuevas, Iván Marcos, Guiomar Puerta",7.3,Series
Cannon Busters,"Animation, Fantasy","Adult Animation,Action Anime,Cyborg & Robot Anime,Anime Series,Fantasy Anime,Japanese TV Shows,TV Shows based on Comics","Kenn Michael, Kamali Minter, Kausar Mohammed, Stephanie Sheh",6.9,Series
Belle and Sebastian,"Adventure, Family","TV Cartoons,Animal Tales,Kids TV,TV Shows based on Books,Canadian TV Shows","Clovis Cornillac, Tchéky Karyo, Félix Bossuet, Thierry Neuvic",6.3,Series
Happy Jail,Documentary,"Documentaries,Crime TV Shows,Crime Documentaries,Social & Cultural Docs,Docuseries,US TV Shows",,7.0,Series
DC Super Hero Girls,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","Kids TV,TV Cartoons,TV Shows based on Comics,Animation","Kari Wahlgren, Myrna Velasco, Kimberly Brooks, Tara Strong",6.9,Series
Secret Unrequited Love,Romance,"Japanese TV Series,Japanese Youth TV Dramas,TV Dramas,Teen Romance,Romantic TV Shows,TV Dramas based on Comics,Romantic TV Dramas,Japanese TV Programmes,TV Shows Based on Comics","Fumika Baba, Hikari Ishida, Takumi Kizu, Riko Fukumoto",7.2,Series
Holiday Love,Romance,"Japanese TV Series,TV Dramas,TV Dramas based on Comics,TV Thrillers","Mitsu Dan, Yûta Hiraoka, Riisa Naka, Hiroki Iijima",6.7,Series
Dele,Drama,"TV Dramas,Japanese TV Series,TV Mysteries","Masaki Suda, Takayuki Yamada, Kumiko Asô",7.3,Series
The InBESTigators,"Comedy, Crime, Family","TV Comedies,Kids TV,Australian TV Shows","Jamil Smyth-Secka, Aston Droomer, Anna Cooke, Abby Bergman",8.0,Series
Spirit Riding Free: Pony Tales,"Animation, Short, Adventure, Family","TV Cartoons,Kids TV,Animal Tales","Bailey Gambertoglio, Sydney Park, Amber Frank",7.9,Series
The Family,Comedy,"US TV Shows,Docuseries,Social & Cultural Docs,Political Documentaries,Documentaries,Political TV Shows","Ike Barinholtz, Ellie Kemper, Woody Harrelson, Marisa Tomei",7.7,Series
Sintonia,"Crime, Drama, Music","Brazilian TV Shows,Crime TV Shows,TV Dramas,Latin American TV Shows","Bruna Mascarenhas, Christian Malheiros, Jottapê Carvalho, Jefferson Silvério",6.7,Series
The Naked Director,"Biography, Drama","TV Shows based on Books,Japanese TV Shows,TV Dramas","Tetsuji Tamayama, Takayuki Yamada, Shinnosuke Mitsushima, Misato Morita",7.8,Series
Basketball or Nothing,"Documentary, Sport","Docuseries,Competition Reality TV,Reality TV,Sports Documentaries,Documentaries,US TV Shows",,7.4,Series
Tsuredure Children,"Animation, Comedy, Romance","Romantic TV Shows,Shounen Anime,School Anime,Romance Anime,TV Shows based on Comics,Japanese TV Shows,Teen Romance,Teen TV Shows,Anime Series","Kyle Igneczi, Alison Viktorin, Anthony Bowling, Kristi Kang",7.3,Series
Havent You Heard? Im Sakamoto,"Animation, Comedy","TV Shows based on Manga,Anime Series,School Anime,Japanese TV Shows","Bryson Baugus, Kasi Hallowell, Houston Hayes, Hikaru Midorikawa",7.2,Series
A Sisters All You Need,"Short, Drama, Thriller","Anime based on Light Novels,Japanese TV Shows,Romantic TV Shows,Anime Series,Romance Anime","Selma Alaoui, Veerle Baetens, Guillaume Duhesme",7.5,Series
Exposed: The Case Of Keli Lane,Documentary,"Documentaries,Crime Documentaries,Docuseries,Australian TV Shows,Australian Documentaries,Crime TV Shows",,6.8,Series
Khaani,Romance,"TV Dramas,Crime TV Shows,Romantic TV Shows,Crime TV Dramas,Romantic TV Dramas",Sana Javed,8.0,Series
Regiment Diaries,Documentary,"Documentaries,Military Documentaries,Indian TV Shows,Hindi-Language TV Shows,Docuseries",,9.1,Series
KENGAN ASHURA,"Animation, Action","Action Anime,Japanese TV Shows,TV Shows based on Manga,Anime Series","Erika Harlacher, Keith Silverstein, Michael C. Pizzuto, Kaiji Tang",8.0,Series
Twelve Forever,"Animation, Action, Adventure, Comedy, Family, Fantasy",Kids TV,"Antony Del Rio, Spencer Rothbell, Kelsy Abbott, Jaylen Barron",6.6,Series
Tomorrow When the War Began,"Action, Adventure, Drama","TV Dramas,Teen TV Shows,US TV Shows,TV Shows Based on Books","Rachel Hurd-Wood, Caitlin Stasey, Deniz Akdeniz, Lincoln Lewis",6.2,Series
The Quintessential Quintuplets,"Animation, Comedy, Romance","Romance Anime,Comedy Anime,School Anime,Romantic TV Shows,Anime based on Comics,Anime Series","Kana Hanazawa, Yoshitsugu Matsuoka, Miku Itou, Ayana Taketatsu",7.3,Series
Another Life,"Adventure, Drama, Mystery, Sci-Fi, Thriller","TV Action & Adventure,US TV Shows,TV Sci-Fi & Fantasy,Alien Sci-Fi,TV Dramas,TV Thrillers","Elizabeth Faith Ludlow, Katee Sackhoff, Blu Hunt, JayR Tinaco",5.0,Series
Transformers Rescue Bots Academy,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","TV Cartoons,Kids TV","Haley Carter Chapel, Ashleigh Chrisena Ricci, Courtney Shaw, Todd Perlmutter",6.9,Series
Beecham House,Drama,"British TV Shows,TV Dramas,Period Pieces","Lesley Nicol, Tom Bateman, Leo Suter, Dakota Blue Richards",6.7,Series
A Certain Scientific Accelerator,"Animation, Action, Comedy, Drama, Fantasy, Sci-Fi","TV Sci-Fi & Fantasy,Sci-Fi & Fantasy Anime,Anime Series,Action Anime,Anime based on Comics,Japanese TV Shows,TV Shows Based on Manga,Futuristic Sci-Fi,TV Shows Based on Comics","Akane Fujita, Brittney Karbowski, Amber Lee Connors, Aoi Koga",7.1,Series
Rookie Historian Goo Hae-Ryung,"Drama, History, Romance","Period Pieces,Political TV Shows,Korean TV Shows,TV Dramas,Social Issue TV Dramas,Romantic TV Shows,Romantic TV Dramas","Cha Eun-Woo, Gi-woong Park, Ji-Hoon Lee, Shin Se-Kyung",8.2,Series
Unrequited Love,Drama,"Teen TV Shows,Chinese TV Shows,TV Dramas,TV Shows based on Books,Teen Romance,Romantic TV Shows,Romantic TV Dramas",Yanmanzi Zhu,7.3,Series
"Kiss Him, Not Me","Animation, Comedy, Drama, Romance","TV Shows based on Comics,Romance Anime,School Anime,Japanese TV Shows,Anime Series,Romantic TV Shows","Alejandro Saab, Orion Pitts, Justin Briner, Amber Lee Connors",6.7,Series
Arifureta: From Commonplace to Worlds Strongest,"Animation, Action, Adventure, Fantasy, Romance","TV Sci-Fi & Fantasy,Anime based on Light Novels,Anime Series,Action Anime,Sci-Fi & Fantasy Anime","Patrick Seitz, Matt Shipman, Tia Lynn Ballard, AmaLee",6.8,Series
Ultraman Taiga,"Action, Sci-Fi","Japanese Kids TV,Kids TV","Yuki Inoue, Ryôtarô, Ayuri Yoshinaga, Kou Nanase",8.6,Series
True Tunes,Family,"Kids TV,TV Cartoons,Music & Musicals,Kids Music,Canadian TV Shows",,8.7,Series
Taco Chronicles,Documentary,"Docuseries,Latin American TV Shows,Lifestyle,Mexican TV Shows,Documentaries,Reality TV,Social & Cultural Docs,Food & Travel TV",Gustavo Arellano,7.8,Series
Blown Away,Reality-TV,"Canadian TV Shows,Reality TV,Competition Reality TV","Janusz Pozniak, Deborah Czeresko, Nick Uhas, Alexander Rosenberg",7.0,Series
Doble Kara,"Comedy, Crime, Drama, Family, Mystery, Romance, Thriller","Filipino TV Shows,TV Dramas","Julia Montes, Mylene Dizon, Carmina Villaroel",8.8,Series
Criminal Justice,"Crime, Drama, Mystery","TV Dramas,British TV Shows,Crime TV Shows,TV Mysteries,Crime TV Dramas","Ben Whishaw, Maxine Peake, Alice Sykes, Bill Paterson",7.7,Series
PILI Fantasy: War of Dragons,"Animation, Action, Fantasy","Chinese TV Shows,Taiwanese TV Shows,TV Action & Adventure,TV Sci-Fi & Fantasy,Fantasy TV Shows,Adult Animation",,7.4,Series
How Many Kilograms are the Dumbbells You Lift?,"Animation, Comedy, Sport","School Anime,Anime Series,Comedy Anime,Anime based on Comics","Ai Fairouz, Stephen Fu, Sora Amamiya, Shizuka Ishigami",7.1,Series
Dr. Stone,"Animation, Action, Adventure, Drama, Fantasy, Sci-Fi","Anime Series,Sci-Fi & Fantasy Anime,Action Anime,TV Sci-Fi & Fantasy,Anime based on Comics","Manami Numakura, Yûsuke Kobayashi, Gen Satô, Ayumu Murase",8.2,Series
Blockbustaz,Comedy,"German TV Shows,TV Comedies,Sitcoms","Ferris M.C., Joyce Ilg, Kida Khodr Ramadan, Eko Fresh",6.8,Series
Fire Force,"Animation, Action, Drama, Fantasy","Anime Series,Anime based on Comics,Action Anime,Sci-Fi & Fantasy Anime,TV Sci-Fi & Fantasy,Japanese TV Programmes,TV Shows Based on Comics,Shounen Anime","Yûsuke Kobayashi, Gakuto Kajiwara, Christopher Wehkamp, Kazuya Nakai",7.7,Series
In The Dark,"Comedy, Crime, Drama, Mystery","Crime TV Shows,TV Dramas","Perry Mattfeld, Brooke Markham, Morgan Krantz, Rich Sommer",7.4,Series
The Legend of White Snake,"Drama, Fantasy","Romantic TV Shows,TV Sci-Fi & Fantasy,Chinese TV Shows,TV Dramas,Romantic TV Dramas,Fantasy TV Shows",Jingyi Ju,7.6,Series
The Last Czars,"Documentary, Drama, History, Romance","US TV Shows,Historical Documentaries,Documentaries,TV Dramas,Biographical Documentaries,Political TV Shows,Docuseries,Political Documentaries","Susanna Herbert, Robert Jack, Ben Cartwright, Oliver Dimsdale",7.3,Series
Bangkok Love Stories: Plead,Drama,"Thai TV Shows,Romantic TV Shows,TV Dramas,Romantic TV Dramas","Morakot Liu, Sutatta Udomsilp, Varot Makaduangkeo, Chanon Santinatornkul",7.6,Series
Designated Survivor: 60 Days,"Drama, Thriller","TV Dramas,Political TV Shows,Korean TV Shows","Jin-hee Ji, Joon-hyuk Lee, Kang Han-na, Joon-ho Huh",8.1,Series
Record of Grancrest War,"Animation, Action, Adventure, Fantasy, War","Japanese TV Shows,Anime Series,Sci-Fi & Fantasy Anime,Anime based on Light Novels","Erika Harlacher, Jeannie Tirado, Ben Lepley, Brandon Winckler",7.2,Series
The Story of Saiunkoku,"Animation, Adventure, Comedy, Drama, Fantasy, Romance","Anime based on Light Novels,TV Sci-Fi & Fantasy,Anime Series,Social Issue TV Dramas,Historical Anime,Romantic TV Shows,Sci-Fi & Fantasy Anime,Romance Anime,Period Pieces,Drama Anime","Andrew Francis, Michael Adamthwaite, Toshiyuki Morikawa, Michael Kopsa",7.5,Series
Fight for My Way,"Comedy, Romance","Romantic TV Shows,Korean TV Shows,TV Comedies,Romantic TV Comedies","Kim Ji-Won, Park Seo-Joon, Jae-hong Ahn, Song Ha-Yoon",8.1,Series
Flowering Heart,"Animation, Horror","Kids TV,Korean TV Shows","Dami Lee, Anna Paik, Nancy Kim, Jacqueline Youn",7.2,Series
School 2017,Drama,"Teen Romance,Korean TV Shows,Romantic TV Shows,Teen TV Shows,TV Dramas,Romantic TV Dramas","Se-Jeong Kim, Dong-Yoon Jang, Sun Hwa Han, Kim Jung-Hyun",7.6,Series
Chivalry of a Failed Knight,"Animation, Action, Fantasy, Romance","School Anime,Anime Series,Japanese TV Shows,Anime based on Light Novels,Action Anime,Sci-Fi & Fantasy Anime","Bryson Baugus, Ryôta Ôsaka, Clint Bickham, Shizuka Ishigami",7.3,Series
Hatchimals | Adventures in Hatchtopia,Animation,"Animal Tales,Canadian TV Shows,Kids TV,TV Cartoons","Rebecca Husain, Andrea Libman, Kira Tozer, Sam Vincent",7.8,Series
Molang,"Animation, Short, Comedy, Family","TV Cartoons,Kids TV",Bruno Guéraçague,8.5,Series
Radio Romance,Romance,"Korean TV Shows,Romantic TV Shows,TV Dramas,Romantic TV Dramas","Bak Yoon, Hyun-Kyung Oh, Doo-Joon Yoon, Kim So-Hyun",6.6,Series
Are You Human,"Comedy, Drama, Romance, Sci-Fi","Korean TV Shows,TV Sci-Fi & Fantasy,Romantic TV Shows,TV Dramas,Sci-Fi TV,Romantic TV Dramas","Gong Seung-Yeon, Joon-hyuk Lee, Sung-ryung Kim, Seo Kang-Joon",8.0,Series
Scare Tactics,"Comedy, Horror, Reality-TV, Sci-Fi, Thriller","Reality TV,TV Comedies,TV Horror","Shannen Doherty, Lauren Ash, Sarah Colonna, Travis Draft",6.7,Series
Exhibit A,"Crime, Horror, Thriller","Crime TV Shows,Docuseries,Social & Cultural Docs,Science & Nature TV,US TV Shows,Science & Nature Docs,Documentaries","Bradley Cole, Brittany Ashworth, Angela Forrest, Oliver Lee",6.0,Series
Family Business,"Crime, Drama","French TV Shows,TV Comedies","Sean Connery, Dustin Hoffman, Rosanna DeSoto, Matthew Broderick",5.8,Series
Paranoia Agent,"Animation, Drama, Horror, Mystery","Crime TV Shows,TV Thrillers,Anime Series,Thriller & Horror Anime,Drama Anime","Shôzô Îzuka, Liam O'Brien, Toshihiko Seki, Michael McConnohie",8.1,Series
Neon Genesis Evangelion,"Animation, Action, Drama, Fantasy, Sci-Fi, Thriller","Cyborg & Robot Anime,Futuristic Sci-Fi,Action Anime,Cyberpunk,Sci-Fi Anime,Japanese TV Shows,Anime Series","Allison Keith, Amanda Winn Lee, Spike Spencer, Sue Ulu",8.5,Series
Mr. Iglesias,Comedy,"US TV Shows,Sitcoms,TV Comedies","Gabriel Iglesias, Sherri Shepherd, Jacob Vargas, Maggie Geha",7.1,Series
Somewhere Only We Know,"Drama, Romance","Mainland Chinese TV Shows,Romantic TV Shows,TV Comedies,Chinese TV Shows,TV Shows based on Books,Romantic TV Comedies","Jinglei Xu, Gordon Alexander, Likun Wang, Kris Wu",5.3,Series
Chief of Staff,Drama,"Korean TV Shows,Political TV Shows,TV Dramas","Lee Jung-jae, Dong-jun Kim, Shin Min-a, Kim Kap-su",7.9,Series
Unit 42,"Crime, Drama, Thriller","Crime TV Shows,TV Dramas,Crime TV Dramas","Tom Audenaert, Constance Gay, Patrick Ridremont, Roda Fawaz",7.0,Series
Trinkets,"Comedy, Crime, Drama","Teen TV Shows,US TV Shows,TV Shows based on Books,TV Dramas","Odiseas Georgiadis, Brianna Hildebrand, Kiana Madeira, Quintessa Swindell",7.1,Series
Tales of the City,Drama,"TV Dramas,TV Shows based on Books,US TV Shows","Elliot Page, Paul Gross, Laura Linney, Murray Bartlett",7.4,Series
The Chef Show,Documentary,"Food & Travel TV,US TV Shows,Social & Cultural Docs,Documentaries,Docuseries","Roy Choi, Jon Favreau",8.2,Series
Guerras do Brasil,Documentary,"Historical Documentaries,Documentaries,Social & Cultural Docs,Military Documentaries,Brazilian Documentaries,Docuseries,Brazilian TV Shows",,7.6,Series
Arthdal Chronicles,"Action, Drama, Fantasy, History, Romance","TV Action & Adventure,Period Pieces,TV Sci-Fi & Fantasy,TV Dramas,Korean TV Shows","Kim Ji-Won, Kim Ok-bin, Song Joong-Ki, Jang Dong-Gun",8.4,Series
Leaving Neverland,Documentary,"US TV Shows,Docuseries,Biographical Documentaries,Documentaries","Wade Robson, Michael Jackson, Joy Robson, Chantal Robson",7.0,Series
A Thousand Goodnights,Drama,"TV Dramas,Taiwanese TV Shows,Chinese TV Shows","Nicholas Teo, Cindy Yu-Han Lien, Chung-Lin Li, Ai-Ning Yao",8.0,Series
Playing with Fire,"Comedy, Family","TV Dramas,Mexican TV Shows,Romantic TV Shows,Latin American TV Shows,Romantic TV Dramas","Tyler Mane, John Cena, Keegan-Michael Key, John Leguizamo",5.1,Series
Killer Ratings,"Documentary, Crime","Crime TV Shows,Political Documentaries,Crime Documentaries,Docuseries,Documentaries,Brazilian TV Shows,Political TV Shows,Latin American TV Shows",,7.7,Series
When They See Us,"Biography, Crime, Drama, History","Crime TV Shows,TV Dramas,Social Issue TV Dramas,US TV Shows","Ethan Herisse, Marquis Rodriguez, Asante Blackk, Caleel Harris",8.9,Series
How to Sell Drugs Online (Fast),"Comedy, Crime, Drama, Romance","German TV Shows,Teen TV Shows,TV Comedies,Crime TV Shows,TV Dramas","Damian Hardung, Danilo Kamperidis, Maximilian Mundt, Lena Klenke",7.9,Series
Charmed,"Drama, Fantasy, Mystery","TV Sci-Fi & Fantasy,TV Dramas,Fantasy TV Shows","Rose McGowan, Brian Krause, Alyssa Milano, Holly Marie Combs",7.1,Series
High Seas,"Crime, Drama, Mystery","TV Dramas,Crime TV Shows,TV Mysteries,TV Thrillers,Spanish TV Shows","Eloy Azorín, Alejandra Onieva, Ivana Baquero, Jon Kortajarena",6.8,Series
WHAT / IF,"Drama, Thriller","US TV Shows,TV Dramas,TV Thrillers","Keith Powers, Samantha Marie Ware, Jane Levy, Blake Jenner",6.3,Series
One Spring Night,"Drama, Romance","Romantic TV Shows,Korean TV Shows,TV Dramas,Romantic TV Dramas","Jun-han Kim, Jung Hae-In, Han Ji-min",7.9,Series
Zoku Owarimonogatari,"Animation, Fantasy","Sci-Fi & Fantasy Anime,Thriller & Horror Anime,TV Sci-Fi & Fantasy,Anime Series,TV Shows based on Books","Kana Hanazawa, Saori Hayami, Yui Horie, Yuka Iguchi",7.9,Series
The Little Paris Kitchen: Cooking with Rachel Khoo,Reality-TV,"Special Interest,British TV Shows,Docuseries,Food & Travel TV",Rachel Khoo,8.1,Series
1994,"Documentary, History","Biographical Documentaries,Docuseries,Political TV Shows,Mexican TV Shows,Crime Documentaries,Crime TV Shows,Political Documentaries,Documentaries,Latin American TV Shows","Rafael Sebastián Guillén Vicente, Carlos Salinas de Gortari",7.6,Series
Well-Intended Love,"Drama, Romance","TV Dramas,Chinese TV Shows,Romantic TV Shows,TV Comedies","Huang Qian Shuo, Xu Kai Cheng, Liu Jia Xi, Wang Shuang",7.4,Series
Its Bruno!,Comedy,"TV Comedies,US TV Shows,US TV Shows","Sam Eliad, Donnell Rawlings, Bruno, Solvan Naim",7.5,Series
Dennis and Gnasher Unleashed,"Animation, Adventure, Comedy","TV Shows based on Comics,TV Cartoons,Kids TV,British TV Shows,TV Comedies","Boris Hiestand, Kelly Marie Stewart, Freddie Fox, Ryan Sampson",7.3,Series
"Heidi, bienvenida a casa","Comedy, Family","Latin American TV Shows,TV Soaps,Argentinian TV Shows,Kids TV,TV Shows based on Books","Minerva Casero, Florencia Benitez, Victorio D'Alessandro, Sol Estevanez",6.7,Series
Will and Grace,"Comedy, Romance","TV Comedies,US TV Shows,Sitcoms","Sean Hayes, Eric McCormack, Debra Messing, Megan Mullally",7.2,Series
Terrace House: Tokyo 2019-2020,"Drama, Reality-TV","Reality TV,Variety Entertainment,Owarai & Variety Shows,Wedding & Romance Reality TV,Japanese TV Shows","Reina Triendl, Azusa Babazono, You, Yoshimi Tokui",8.2,Series
